Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_Name,Segment,Region,State,City,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Final_Sales,Profit_Tier
CA-2014-143336,2014-08-27,2014-09-01,Second Class,Zuschuss Donatelli,Consumer,West,California,San Francisco,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1\"",22.72,4,0.2,7.384,26.81,Positive
CA-2016-137330,2016-12-09,2016-12-13,Standard Class,Ken Black,Corporate,Central,Nebraska,Fremont,Office Supplies,Art,Newell 318,19.46,7,0.0,5.0596,22.96,Positive
CA-2016-137330,2016-12-09,2016-12-13,Standard Class,Ken Black,Corporate,Central,Nebraska,Fremont,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",60.34,7,0.0,15.6884,71.2,Positive
US-2017-156909,2017-07-16,2017-07-18,Second Class,Sandra Flanagan,Consumer,East,Pennsylvania,Philadelphia,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",71.372,2,0.3,-1.0196,84.22,Loss
CA-2015-106320,2015-09-25,2015-09-30,Standard Class,Emily Burns,Consumer,West,Utah,Orem,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,3,0.0,240.2649,1232.66,High
CA-2016-121755,2016-01-16,2016-01-20,Second Class,Eric Hoffmann,Consumer,West,California,Los Angeles,Office Supplies,Binders,Wilson Jones Active Use Binders,11.648,2,0.2,4.2224,13.74,Positive
CA-2016-121755,2016-01-16,2016-01-20,Second Class,Eric Hoffmann,Consumer,West,California,Los Angeles,Technology,Accessories,Imation�8GB Mini TravelDrive USB 2.0�Flash Drive,90.57,3,0.0,11.7741,106.87,Positive
US-2015-150630,2015-09-17,2015-09-21,Standard Class,Tracy Blumstein,Consumer,East,Pennsylvania,Philadelphia,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43,7,0.5,-1665.0522,3638.45,Loss
US-2015-150630,2015-09-17,2015-09-21,Standard Class,Tracy Blumstein,Consumer,East,Pennsylvania,Philadelphia,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,9.618,2,0.7,-7.0532,11.35,Loss
US-2015-150630,2015-09-17,2015-09-21,Standard Class,Tracy Blumstein,Consumer,East,Pennsylvania,Philadelphia,Furniture,Furnishings,"Howard Miller 13-3/4\" Diameter Brushed Chrome Round Wall Clock",124.2,3,0.2,15.525,146.56,Positive
US-2015-150630,2015-09-17,2015-09-21,Standard Class,Tracy Blumstein,Consumer,East,Pennsylvania,Philadelphia,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264,2,0.2,1.1016,3.85,Positive
US-2015-150630,2015-09-17,2015-09-21,Standard Class,Tracy Blumstein,Consumer,East,Pennsylvania,Philadelphia,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,6,0.2,9.7092,101.84,Positive
US-2015-150630,2015-09-17,2015-09-21,Standard Class,Tracy Blumstein,Consumer,East,Pennsylvania,Philadelphia,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8\" x 11\", Executive Red",6.858,6,0.7,-5.715,8.09,Loss
US-2015-150630,2015-09-17,2015-09-21,Standard Class,Tracy Blumstein,Consumer,East,Pennsylvania,Philadelphia,Office Supplies,Art,Lumber Crayons,15.76,2,0.2,3.546,18.6,Positive
CA-2017-107727,2017-10-19,2017-10-23,Second Class,Matt Abelman,Home Office,Central,Texas,Houston,Office Supplies,Paper,Easy-staple paper,29.472,3,0.2,9.9468,34.78,Positive
CA-2016-117590,2016-12-08,2016-12-10,First Class,Gene Hale,Corporate,Central,Texas,Richardson,Technology,Phones,GE 30524EE4,1097.544,7,0.2,123.4737,1295.1,High
CA-2016-117590,2016-12-08,2016-12-10,First Class,Gene Hale,Corporate,Central,Texas,Richardson,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,5,0.6,-147.963,225.29,Loss
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,Steve Nguyen,Home Office,Central,Texas,Houston,Office Supplies,Envelopes,"#10-4 1/8\" x 9 1/2\" Premium Diagonal Seam Envelopes",113.328,9,0.2,35.415,133.73,Positive
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,Steve Nguyen,Home Office,Central,Texas,Houston,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992,3,0.32,-46.9764,628.23,Loss
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,Steve Nguyen,Home Office,Central,Texas,Houston,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",212.058,3,0.3,-15.147,250.23,Loss
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,Steve Nguyen,Home Office,Central,Texas,Houston,Technology,Phones,Plantronics HL10 Handset Lifter,371.168,4,0.2,41.7564,437.98,Positive
CA-2017-120999,2017-09-10,2017-09-15,Standard Class,Linda Cazamias,Corporate,Central,Illinois,Naperville,Technology,Phones,Panasonic Kx-TS550,147.168,4,0.2,16.5564,173.66,Positive
CA-2016-101343,2016-07-17,2016-07-22,Standard Class,Ruben Ausman,Corporate,West,California,Los Angeles,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,0.0,3.894,91.9,Positive
CA-2017-139619,2017-09-19,2017-09-23,Standard Class,Erin Smith,Corporate,South,Florida,Melbourne,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616,2,0.2,9.5616,112.83,Positive
CA-2016-118255,2016-03-11,2016-03-13,First Class,Odella Nelson,Corporate,Central,Minnesota,Eagan,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,2,0.0,19.7714,54.26,Positive
CA-2016-118255,2016-03-11,2016-03-13,First Class,Odella Nelson,Corporate,Central,Minnesota,Eagan,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,0.0,8.2062,20.6,Positive
CA-2014-146703,2014-10-20,2014-10-25,Second Class,Patrick O'Donnell,Consumer,Central,Michigan,Westland,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0.0,8.4784,250.11,Positive
CA-2016-169194,2016-06-20,2016-06-25,Standard Class,Lena Hernandez,Consumer,East,Delaware,Dover,Technology,Accessories,Imation�8gb Micro Traveldrive Usb 2.0�Flash Drive,45.0,3,0.0,4.95,53.1,Positive
CA-2016-169194,2016-06-20,2016-06-25,Standard Class,Lena Hernandez,Consumer,East,Delaware,Dover,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,0.0,6.104,25.72,Positive
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,Darren Powers,Consumer,Central,Indiana,New Albany,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,6,0.0,17.9634,45.1,Positive
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,Darren Powers,Consumer,Central,Indiana,New Albany,Office Supplies,Labels,Avery 485,75.18,6,0.0,35.3346,88.71,Positive
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,Darren Powers,Consumer,Central,Indiana,New Albany,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,2.9568,7.27,Positive
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,Darren Powers,Consumer,Central,Indiana,New Albany,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,0.0,17.0981,106.19,Positive
CA-2016-105816,2016-12-11,2016-12-17,Standard Class,Janet Molinari,Corporate,East,New York,New York City,Office Supplies,Fasteners,Advantus Push Pins,15.26,7,0.0,6.2566,18.01,Positive
CA-2016-105816,2016-12-11,2016-12-17,Standard Class,Janet Molinari,Corporate,East,New York,New York City,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,5,0.0,298.6855,1215.34,High
CA-2016-111682,2016-06-17,2016-06-18,First Class,Ted Butterfield,Consumer,East,New York,Troy,Office Supplies,Storage,Home/Office Personal File Carts,208.56,6,0.0,52.14,246.1,Positive
CA-2016-111682,2016-06-17,2016-06-18,First Class,Ted Butterfield,Consumer,East,New York,Troy,Office Supplies,Paper,Xerox 232,32.4,5,0.0,15.552,38.23,Positive
CA-2016-111682,2016-06-17,2016-06-18,First Class,Ted Butterfield,Consumer,East,New York,Troy,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5,0.1,7.098,376.9,Positive
CA-2016-111682,2016-06-17,2016-06-18,First Class,Ted Butterfield,Consumer,East,New York,Troy,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,2,0.0,6.9888,17.18,Positive
CA-2016-111682,2016-06-17,2016-06-18,First Class,Ted Butterfield,Consumer,East,New York,Troy,Technology,Accessories,Imation�8gb Micro Traveldrive Usb 2.0�Flash Drive,30.0,2,0.0,3.3,35.4,Positive
CA-2016-111682,2016-06-17,2016-06-18,First Class,Ted Butterfield,Consumer,East,New York,Troy,Office Supplies,Binders,Plastic Binding Combs,48.48,4,0.2,16.362,57.21,Positive
CA-2016-111682,2016-06-17,2016-06-18,First Class,Ted Butterfield,Consumer,East,New York,Troy,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1,0.0,0.84,1.98,Positive
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,Kunst Miller,Consumer,West,California,Los Angeles,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2,0.0,6.1512,16.5,Positive
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,Kunst Miller,Consumer,West,California,Los Angeles,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8\" X 11\"",25.824,6,0.2,9.3612,30.47,Positive
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,Kunst Miller,Consumer,West,California,Los Angeles,Office Supplies,Paper,Xerox 1943,146.73,3,0.0,68.9631,173.14,Positive
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,Kunst Miller,Consumer,West,California,Los Angeles,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,0.0,22.3328,94.12,Positive
US-2015-164175,2015-04-30,2015-05-05,Standard Class,Paul Stevenson,Home Office,Central,Illinois,Chicago,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.115,5,0.3,-15.2225,251.48,Loss
CA-2014-106376,2014-12-05,2014-12-10,Standard Class,Brendan Sweed,Corporate,West,Arizona,Gilbert,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,8,0.2,111.3024,1313.37,High
CA-2014-106376,2014-12-05,2014-12-10,Standard Class,Brendan Sweed,Corporate,West,Arizona,Gilbert,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,4,0.2,62.988,198.2,Positive
CA-2016-119823,2016-06-04,2016-06-06,First Class,Karen Daniels,Consumer,South,Virginia,Springfield,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0.0,35.6636,89.54,Positive
CA-2016-106075,2016-09-18,2016-09-23,Standard Class,Henry MacAllister,Consumer,East,New York,New York City,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1,0.2,1.731,5.45,Positive
CA-2017-114440,2017-09-14,2017-09-17,Second Class,Tracy Blumstein,Consumer,Central,Michigan,Jackson,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2\" x 3 3/16\"",19.05,3,0.0,8.763,22.48,Positive
US-2015-134026,2015-04-26,2015-05-02,Standard Class,Joel Eaton,Consumer,South,Tennessee,Memphis,Furniture,Chairs,High-Back Leather Manager's Chair,831.936,8,0.2,-114.3912,981.68,Loss
US-2015-134026,2015-04-26,2015-05-02,Standard Class,Joel Eaton,Consumer,South,Tennessee,Memphis,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36\" x 48\"",97.04,2,0.2,1.213,114.51,Positive
US-2015-134026,2015-04-26,2015-05-02,Standard Class,Joel Eaton,Consumer,South,Tennessee,Memphis,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,1,0.2,-18.196,85.89,Loss
US-2017-118038,2017-12-09,2017-12-11,First Class,Ken Brennan,Corporate,Central,Texas,Houston,Office Supplies,Binders,Economy Binders,1.248,3,0.8,-1.9344,1.47,Loss
US-2017-118038,2017-12-09,2017-12-11,First Class,Ken Brennan,Corporate,Central,Texas,Houston,Furniture,Furnishings,"6\" Cubicle Wall Clock, Black",9.708,3,0.6,-5.8248,11.46,Loss
US-2017-118038,2017-12-09,2017-12-11,First Class,Ken Brennan,Corporate,Central,Texas,Houston,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,3,0.2,2.724,32.14,Positive
US-2014-147606,2014-11-26,2014-12-01,Second Class,Joel Eaton,Consumer,Central,Texas,Houston,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,-14.475,22.77,Loss
CA-2016-127208,2016-06-12,2016-06-15,First Class,Stewart Carmichael,Corporate,South,Alabama,Decatur,Office Supplies,Appliances,"1.7 Cubic Foot Compact \"Cube\" Office Refrigerators",208.16,1,0.0,56.2032,245.63,Positive
CA-2016-127208,2016-06-12,2016-06-15,First Class,Stewart Carmichael,Corporate,South,Alabama,Decatur,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,3,0.0,8.0352,19.75,Positive
CA-2014-139451,2014-10-12,2014-10-16,Standard Class,Duane Noonan,Consumer,West,California,San Francisco,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,0.0,4.172,17.58,Positive
CA-2014-139451,2014-10-12,2014-10-16,Standard Class,Duane Noonan,Consumer,West,California,San Francisco,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0.0,6.2031,25.24,Positive
CA-2015-149734,2015-09-03,2015-09-08,Standard Class,Julie Creighton,Corporate,South,North Carolina,Durham,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7,0.2,62.8075,237.16,Positive
US-2017-119662,2017-11-13,2017-11-16,First Class,Christopher Schild,Home Office,Central,Illinois,Chicago,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,3,0.2,-48.9549,271.84,Loss
CA-2017-140088,2017-05-28,2017-05-30,Second Class,Patrick O'Donnell,Consumer,South,South Carolina,Columbia,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0.0,33.2156,356.31,Positive
CA-2017-155558,2017-10-26,2017-11-02,Standard Class,Paul Gonzalez,Consumer,Central,Minnesota,Rochester,Technology,Accessories,Logitech�LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1,0.0,6.7966,23.59,Positive
CA-2017-155558,2017-10-26,2017-11-02,Standard Class,Paul Gonzalez,Consumer,Central,Minnesota,Rochester,Office Supplies,Labels,Avery 511,6.16,2,0.0,2.9568,7.27,Positive
CA-2016-159695,2016-04-05,2016-04-10,Second Class,Gary Mitchum,Home Office,Central,Texas,Houston,Office Supplies,Storage,Eldon Portable Mobile Manager,158.368,7,0.2,13.8572,186.87,Positive
CA-2016-109806,2016-09-17,2016-09-22,Standard Class,Jim Sink,Corporate,West,California,Los Angeles,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20.1,3,0.0,6.633,23.72,Positive
CA-2016-109806,2016-09-17,2016-09-22,Standard Class,Jim Sink,Corporate,West,California,Los Angeles,Technology,Phones,Panasonic Kx-TS550,73.584,2,0.2,8.2782,86.83,Positive
CA-2016-109806,2016-09-17,2016-09-22,Standard Class,Jim Sink,Corporate,West,California,Los Angeles,Office Supplies,Paper,Xerox 1995,6.48,1,0.0,3.1104,7.65,Positive
CA-2015-149587,2015-01-31,2015-02-05,Second Class,Karl Braun,Consumer,Central,Minnesota,Minneapolis,Office Supplies,Paper,Xerox 1999,12.96,2,0.0,6.2208,15.29,Positive
CA-2015-149587,2015-01-31,2015-02-05,Second Class,Karl Braun,Consumer,Central,Minnesota,Minneapolis,Furniture,Furnishings,"Seth Thomas 13 1/2\" Wall Clock",53.34,3,0.0,16.5354,62.94,Positive
CA-2015-149587,2015-01-31,2015-02-05,Second Class,Karl Braun,Consumer,Central,Minnesota,Minneapolis,Office Supplies,Binders,Ibico Standard Transparent Covers,32.96,2,0.0,16.1504,38.89,Positive
US-2017-109484,2017-11-06,2017-11-12,Standard Class,Roger Barcio,Home Office,West,Oregon,Portland,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,5.682,1,0.7,-3.788,6.7,Loss
CA-2017-161018,2017-11-09,2017-11-11,Second Class,Parhena Norris,Home Office,East,New York,New York City,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,96.53,7,0.0,40.5426,113.91,Positive
CA-2017-157833,2017-06-17,2017-06-20,First Class,Katherine Ducich,Consumer,West,California,San Francisco,Office Supplies,Binders,Trimflex Flexible Post Binders,51.312,3,0.2,17.9592,60.55,Positive
CA-2016-149223,2016-09-06,2016-09-11,Standard Class,Elpida Rittenbach,Corporate,Central,Minnesota,Saint Paul,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88,6,0.0,22.5852,91.9,Positive
CA-2016-158568,2016-08-29,2016-09-02,Standard Class,Rick Bensley,Home Office,Central,Illinois,Chicago,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64.624,7,0.2,22.6184,76.26,Positive
CA-2016-158568,2016-08-29,2016-09-02,Standard Class,Rick Bensley,Home Office,Central,Illinois,Chicago,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3,0.2,-10.7973,113.25,Loss
CA-2016-158568,2016-08-29,2016-09-02,Standard Class,Rick Bensley,Home Office,Central,Illinois,Chicago,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.788,3,0.8,-3.0396,2.11,Loss
CA-2016-129903,2016-12-01,2016-12-04,Second Class,Gary Zandusky,Consumer,Central,Minnesota,Rochester,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,4,0.0,11.7208,28.23,Positive
US-2015-156867,2015-11-13,2015-11-17,Standard Class,Lena Cacioppo,Consumer,West,Colorado,Aurora,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.896,6,0.2,-26.8758,281.9,Loss
US-2015-156867,2015-11-13,2015-11-17,Standard Class,Lena Cacioppo,Consumer,West,Colorado,Aurora,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,0.2,-3.8385,120.78,Loss
US-2015-156867,2015-11-13,2015-11-17,Standard Class,Lena Cacioppo,Consumer,West,Colorado,Aurora,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3\" Capacity, Black, 1040 sheets",36.882,3,0.7,-25.8174,43.52,Loss
CA-2017-119004,2017-11-23,2017-11-28,Standard Class,Janet Martin,Consumer,South,North Carolina,Charlotte,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112,8,0.2,17.6016,87.45,Positive
CA-2017-119004,2017-11-23,2017-11-28,Standard Class,Janet Martin,Consumer,South,North Carolina,Charlotte,Technology,Phones,Speck Products Candyshell Flip Case,27.992,1,0.2,2.0994,33.03,Positive
CA-2017-119004,2017-11-23,2017-11-28,Standard Class,Janet Martin,Consumer,South,North Carolina,Charlotte,Office Supplies,Art,Newell Chalk Holder,3.304,1,0.2,1.0738,3.9,Positive
CA-2015-129476,2015-10-15,2015-10-20,Standard Class,Pete Armstrong,Home Office,Central,Illinois,Orland Park,Technology,Accessories,Logitech�Gaming G510s - Keyboard,339.96,5,0.2,67.992,401.15,Positive
CA-2017-146780,2017-12-25,2017-12-30,Standard Class,Cynthia Voltz,Corporate,East,New York,New York City,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0.0,10.9096,49.51,Positive
CA-2016-128867,2016-11-03,2016-11-10,Standard Class,Clay Ludtke,Consumer,Central,Iowa,Urbandale,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,2,0.0,22.788,89.63,Positive
CA-2016-128867,2016-11-03,2016-11-10,Standard Class,Clay Ludtke,Consumer,Central,Iowa,Urbandale,Office Supplies,Binders,"Avery Durable Plastic 1\" Binders",27.24,6,0.0,13.3476,32.14,Positive
CA-2014-115259,2014-08-25,2014-08-27,Second Class,Ryan Crowe,Consumer,East,Ohio,Columbus,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",40.096,14,0.2,14.5348,47.31,Positive
CA-2014-115259,2014-08-25,2014-08-27,Second Class,Ryan Crowe,Consumer,East,Ohio,Columbus,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72,2,0.2,1.652,5.57,Positive
CA-2014-115259,2014-08-25,2014-08-27,Second Class,Ryan Crowe,Consumer,East,Ohio,Columbus,Office Supplies,Paper,Xerox 1921,23.976,3,0.2,7.4925,28.29,Positive
CA-2014-115259,2014-08-25,2014-08-27,Second Class,Ryan Crowe,Consumer,East,Ohio,Columbus,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464,6,0.2,44.0316,153.95,Positive
CA-2015-110457,2015-03-02,2015-03-06,Standard Class,Dave Kipp,Consumer,West,Washington,Seattle,Furniture,Tables,Hon Racetrack Conference Tables,787.53,3,0.0,165.3813,929.29,High
US-2015-136476,2015-04-05,2015-04-10,Standard Class,Greg Guthrie,Corporate,South,Tennessee,Bristol,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,157.794,1,0.7,-115.7156,186.2,Loss
CA-2016-103730,2016-06-12,2016-06-15,First Class,Steven Cartwright,Consumer,East,Delaware,Wilmington,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3,0.0,18.3456,55.51,Positive
CA-2016-103730,2016-06-12,2016-06-15,First Class,Steven Cartwright,Consumer,East,Delaware,Wilmington,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84,4,0.0,13.878,36.39,Positive
CA-2016-103730,2016-06-12,2016-06-15,First Class,Steven Cartwright,Consumer,East,Delaware,Wilmington,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,6,0.0,63.4368,267.34,Positive
CA-2016-103730,2016-06-12,2016-06-15,First Class,Steven Cartwright,Consumer,East,Delaware,Wilmington,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02,9,0.0,51.759,135.72,Positive
CA-2016-103730,2016-06-12,2016-06-15,First Class,Steven Cartwright,Consumer,East,Delaware,Wilmington,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,7,0.0,19.7316,80.29,Positive
