Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product_Name,Sales,Quantity,Discount,Profit,Final_Sales
282,US-2015-161991,2015-09-26,2015-09-28,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,1114.4,7,0.2,376.11,1314.99
283,CA-2015-130890,2015-11-02,2015-11-06,Standard Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90004,West,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29\" High Table Top",1038.84,5,0.2,51.942,1225.83
300,CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24\" Deep, Sand",1082.48,8,0.0,10.8248,1277.33
319,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,TEC-MA-10002927,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,2,0.0,1995.99,4710.54
336,CA-2015-137946,2015-09-01,2015-09-04,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,2,0.2,335.9944,1132.78
354,CA-2016-129714,2016-09-01,2016-09-03,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355.168,4,0.2,1415.4296,5139.1
360,CA-2017-155698,2017-03-08,2017-03-11,First Class,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,OFF-AP-10001124,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84,8,0.0,168.4384,764.45
370,CA-2016-155516,2016-10-21,2016-10-21,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1043.92,4,0.0,271.4192,1231.83
374,US-2014-119137,2014-07-23,2014-07-27,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit�Smart WiFi Router,1023.936,8,0.2,179.1888,1208.24
393,US-2014-135972,2014-09-21,2014-09-23,Second Class,JG-15115,Jack Garza,Consumer,United States,Des Moines,Washington,98198,West,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,1799.97,3,0.0,701.9883,2123.96
407,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,3,0.2,434.9913,1415.97
413,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336.829,13,0.15,31.4548,1577.46
425,CA-2017-155705,2017-08-21,2017-08-23,Second Class,NF-18385,Natalie Fritzler,Consumer,United States,Jackson,Mississippi,39212,South,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,4,0.0,225.264,1022.35
434,CA-2016-127369,2016-06-06,2016-06-07,First Class,DB-13060,Dave Brooks,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,714.3,5,0.0,207.147,842.87
437,CA-2016-147375,2016-06-12,2016-06-14,Second Class,PO-19180,Philisse Overcash,Home Office,United States,Chicago,Illinois,60623,Central,TEC-MA-10002937,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.979,3,0.3,43.1991,1189.42
455,CA-2017-147277,2017-10-20,2017-10-24,Standard Class,EB-13705,Ed Braxton,Corporate,United States,Akron,Ohio,44312,East,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,665.408,2,0.2,66.5408,785.18
461,CA-2015-109638,2015-12-15,2015-12-22,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115,West,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,899.91,9,0.0,377.9622,1061.89
474,CA-2014-144666,2014-11-09,2014-11-11,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110,West,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,703.968,4,0.2,87.996,830.68
481,CA-2016-100790,2016-06-26,2016-07-02,Standard Class,JG-15805,John Grady,Corporate,United States,New York City,New York,10024,East,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25,5,0.0,84.51,831.02
488,CA-2014-154627,2014-10-29,2014-10-31,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10001363,Technology,Phones,Apple iPhone 5S,2735.952,6,0.2,341.994,3228.42
503,US-2016-105578,2016-05-30,2016-06-04,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,2,0.2,50.098,945.85
510,CA-2015-145352,2015-03-16,2015-03-22,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,6354.95,5,0.0,3177.475,7498.84
516,CA-2017-127432,2017-01-22,2017-01-27,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405,West,TEC-CO-10003236,Technology,Copiers,Canon Image Class D660 Copier,2999.95,5,0.0,1379.977,3539.94
519,CA-2017-127432,2017-01-22,2017-01-27,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405,West,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1126.02,3,0.0,56.301,1328.7
527,CA-2017-113558,2017-10-21,2017-10-26,Standard Class,PH-18790,Patricia Hirasaki,Home Office,United States,Lakeland,Florida,33801,South,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,683.952,3,0.2,42.747,807.06
534,CA-2016-168753,2016-05-29,2016-06-01,Second Class,RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,36116,South,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,979.95,5,0.0,274.386,1156.34
555,CA-2017-100650,2017-06-29,2017-07-03,Second Class,DK-13225,Dean Katz,Corporate,United States,Anaheim,California,92804,West,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1295.78,2,0.0,310.9872,1529.02
596,CA-2014-131450,2014-08-08,2014-08-15,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,3,0.2,434.9913,1415.97
624,CA-2015-138009,2015-11-29,2015-12-03,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,555.21,5,0.1,178.901,655.15
625,CA-2015-138009,2015-11-29,2015-12-03,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",523.48,4,0.0,130.87,617.71
639,CA-2016-115917,2016-05-20,2016-05-25,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Vallejo,California,94591,West,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2,5,0.0,272.792,1238.06
660,CA-2015-146563,2015-08-24,2015-08-28,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",999.432,7,0.2,124.929,1179.33
722,CA-2016-142335,2016-12-15,2016-12-19,Standard Class,MP-17965,Michael Paige,Corporate,United States,Detroit,Michigan,48205,Central,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1652.94,3,0.0,231.4116,1950.47
731,US-2016-150861,2016-12-03,2016-12-06,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",542.646,3,0.1,102.4998,640.32
754,CA-2016-110499,2016-04-07,2016-04-09,First Class,YC-21895,Yoseph Carroll,Corporate,United States,San Francisco,California,94110,West,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1199.976,3,0.2,374.9925,1415.97
766,CA-2014-162775,2014-01-13,2014-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,646.74,6,0.0,258.696,763.15
768,CA-2014-162775,2014-01-13,2014-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,572.58,6,0.0,34.3548,675.64
770,CA-2016-157245,2016-05-19,2016-05-24,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Arlington,Virginia,22204,South,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,641.96,2,0.0,179.7488,757.51
778,CA-2015-144267,2015-08-21,2015-08-23,First Class,NZ-18565,Nick Zandusky,Home Office,United States,San Francisco,California,94110,West,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,544.008,3,0.2,40.8006,641.93
793,CA-2016-105256,2016-05-20,2016-05-20,Same Day,JK-15730,Joe Kamberova,Consumer,United States,Asheville,North Carolina,28806,South,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96,5,0.2,85.2475,1609.47
807,CA-2014-134313,2014-11-01,2014-11-07,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Denver,Colorado,80219,West,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 -�speaker phone,1983.968,4,0.2,247.996,2341.08
811,CA-2014-151995,2014-10-13,2014-10-15,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,98026,West,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29\" High Table Top",1298.55,5,0.0,311.652,1532.29
815,CA-2017-143686,2017-05-14,2017-05-14,Same Day,PJ-19015,Pauline Johnson,Consumer,United States,Santa Ana,California,92704,West,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93,7,0.0,601.9699,1651.92
881,CA-2017-111689,2017-11-30,2017-12-02,Second Class,HP-14815,Harold Pawlan,Home Office,United States,New York City,New York,10024,East,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1242.9,5,0.1,262.39,1466.62
894,CA-2017-133256,2017-06-26,2017-06-27,First Class,TH-21550,Tracy Hopkins,Home Office,United States,Detroit,Michigan,48227,Central,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,543.92,8,0.0,135.98,641.83
910,CA-2017-137596,2017-09-02,2017-09-07,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Jackson,Michigan,49201,Central,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,1199.8,4,0.0,323.946,1415.76
911,CA-2017-137596,2017-09-02,2017-09-07,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Jackson,Michigan,49201,Central,TEC-AC-10004666,Technology,Accessories,Maxell�iVDR EX 500GB Cartridge,1928.78,7,0.0,829.3754,2275.96
925,CA-2016-149797,2016-09-15,2016-09-20,Standard Class,AH-10075,Adam Hart,Corporate,United States,New York City,New York,10011,East,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.568,2,0.2,294.5488,993.05
943,CA-2016-142958,2016-12-13,2016-12-20,Standard Class,RW-19630,Rob Williams,Corporate,United States,Torrance,California,90503,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1114.272,4,0.2,41.7852,1314.84
945,CA-2015-120880,2015-05-29,2015-06-03,Standard Class,JL-15850,John Lucas,Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,540.57,3,0.0,140.5482,637.87
949,US-2017-110576,2017-11-28,2017-12-02,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1007.232,6,0.2,75.5424,1188.53
978,CA-2017-159366,2017-01-07,2017-01-10,First Class,BW-11110,Bart Watters,Corporate,United States,Detroit,Michigan,48205,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.982,2,0.1,679.996,3610.78
981,CA-2016-144939,2016-10-03,2016-10-08,Standard Class,EB-13870,Emily Burns,Consumer,United States,New York City,New York,10035,East,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,599.292,6,0.1,93.2232,707.16
983,CA-2014-163419,2014-11-11,2014-11-14,Second Class,TZ-21580,Tracy Zic,Consumer,United States,Louisville,Colorado,80027,West,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),559.984,2,0.2,55.9984,660.78
984,CA-2014-163419,2014-11-11,2014-11-14,Second Class,TZ-21580,Tracy Zic,Consumer,United States,Louisville,Colorado,80027,West,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",603.92,5,0.2,75.49,712.63
989,CA-2017-167899,2017-05-21,2017-05-26,Standard Class,JG-15805,John Grady,Corporate,United States,Auburn,New York,13021,East,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,520.05,5,0.0,72.807,613.66
991,CA-2015-153549,2015-03-29,2015-03-31,Second Class,SL-20155,Sara Luxemburg,Home Office,United States,Jacksonville,Florida,32216,South,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1166.92,5,0.2,131.2785,1376.97
995,CA-2014-117639,2014-05-21,2014-05-25,Standard Class,MW-18235,Mitch Willingham,Corporate,United States,Virginia Beach,Virginia,23464,South,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,2715.93,7,0.0,1276.4871,3204.8
996,CA-2014-117639,2014-05-21,2014-05-25,Standard Class,MW-18235,Mitch Willingham,Corporate,United States,Virginia Beach,Virginia,23464,South,TEC-PH-10001530,Technology,Phones,Plantronics Voyager Pro Legend,617.97,3,0.0,173.0316,729.2
1002,CA-2015-124891,2015-07-31,2015-07-31,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2309.65,7,0.0,762.1845,2725.39
1014,US-2015-126214,2015-12-21,2015-12-24,Second Class,JS-15880,John Stevenson,Consumer,United States,Seattle,Washington,98103,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,1618.37,13,0.0,356.0414,1909.68
1020,CA-2015-108665,2015-07-06,2015-07-10,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,601.65,5,0.0,156.429,709.95
1022,CA-2015-124450,2015-04-27,2015-05-03,Standard Class,GT-14710,Greg Tran,Consumer,United States,Washington,District of Columbia,20016,East,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,1267.53,3,0.0,316.8825,1495.69
1023,CA-2015-124450,2015-04-27,2015-05-03,Standard Class,GT-14710,Greg Tran,Consumer,United States,Washington,District of Columbia,20016,East,TEC-MA-10004212,Technology,Machines,Cisco SPA525G2 5-Line IP Phone,1379.92,8,0.0,648.5624,1628.31
1031,CA-2014-163552,2014-07-11,2014-07-15,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601,East,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,854.94,3,0.0,213.735,1008.83
1041,CA-2016-127670,2016-03-20,2016-03-24,Standard Class,RD-19660,Robert Dilbeck,Home Office,United States,Saint Peters,Missouri,63376,Central,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,697.16,4,0.0,146.4036,822.65
1043,CA-2016-102981,2016-09-06,2016-09-09,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,10035,East,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",722.352,3,0.2,90.294,852.38
1047,CA-2016-169103,2016-03-08,2016-03-13,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Miami,Florida,33142,South,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96,5,0.2,85.2475,1609.47
1049,CA-2014-139192,2014-05-27,2014-06-01,Second Class,LC-16885,Lena Creighton,Consumer,United States,San Francisco,California,94109,West,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,1113.504,12,0.2,125.2692,1313.93
1082,CA-2015-110016,2015-11-29,2015-12-04,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Detroit,Michigan,48227,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",1106.91,9,0.0,121.7601,1306.15
1086,US-2016-143819,2016-03-01,2016-03-05,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,4899.93,7,0.0,2400.9657,5781.92
1119,CA-2015-142755,2015-09-04,2015-09-08,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95,5,0.0,111.591,731.54
1122,US-2014-147627,2014-01-20,2014-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,699.93,7,0.0,181.9818,825.92
1127,US-2014-147627,2014-01-20,2014-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1067.94,3,0.0,224.2674,1260.17
1145,CA-2014-146969,2014-09-29,2014-10-03,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,TEC-MA-10004241,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,686.32,2,0.2,223.054,809.86
1147,CA-2015-112452,2015-04-04,2015-04-04,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,644.076,2,0.1,107.346,760.01
1151,CA-2015-112452,2015-04-04,2015-04-04,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,599.98,2,0.0,209.993,707.98
1156,CA-2014-136567,2014-12-20,2014-12-21,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801,South,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48\" x 96\" Racetrack Double Pedestal Table",2244.48,7,0.0,493.7856,2648.49
1181,CA-2014-128146,2014-06-21,2014-06-25,Standard Class,DB-13060,Dave Brooks,Consumer,United States,Lakewood,New Jersey,8701,East,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,1322.93,7,0.0,357.1911,1561.06
1190,CA-2017-117212,2017-02-26,2017-02-28,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036,West,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP�Telephone,889.536,8,0.2,66.7152,1049.65
1191,CA-2017-117212,2017-02-26,2017-02-28,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,892.224,3,0.2,89.2224,1052.82
